股票代號,股票名稱,股數,持股權重
1210,大成,754000,0
1560,中砂,1000,0
2059,川湖,57000,0
2308,台達電,1095000,0
2317,鴻海,1000,0
2330,台積電,1601000,0
2345,智邦,1162000,0
2354,鴻準,2204000,0
2357,華碩,788000,0
2368,金像電,1887000,0
2383,台光電,926000,0
2439,美律,1000,0
2449,京元電子,5977000,0
2454,聯發科,523000,0
2481,強茂,2175000,0
2618,長榮航,430000,0
2884,玉山金,14977010,0
2886,兆豐金,818000,0
3008,大立光,32000,0
3017,奇鋐,869000,0
3045,台灣大,43000,0
3131,弘塑,206000,0
3211,順達,102000,0
3217,優群,1000,0
3231,緯創,998000,0
3376,新日興,800000,0
3529,力旺,80000,0
3533,嘉澤,159000,0
3583,辛耘,888000,0
3653,健策,388000,0
3661,世芯-KY,291000,0
3665,貿聯-KY,1183848,0
4770,上品,420000,0
4958,臻鼎-KY,4298000,0
4966,譜瑞-KY,161000,0
5347,世界,232000,0
6139,亞翔,1000,0
6143,振曜,1000,0
6223,旺矽,525000,0
6274,台燿,1578000,0
6278,台表科,1000,0
6472,保瑞,251000,0
6515,穎崴,1000,0
6669,緯穎,182000,0
6757,台灣虎航,142000,0
6805,富世達,386000,0
8028,昇陽半導體,1499000,0
8046,南電,3399000,0
8210,勤誠,822000,0
8996,高力,1000,0
